id,text,label,red_flags,salary,request_payment,missing_company
1a7bd4fa-d5db-48ee-b651-de38f496aa1f,Huge opportunity! Earn up to $65983 per year — entry level. pay fee Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",119518,1,1
de8e0641-8f68-4c63-900d-c076ee741bd1,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],191851,0,0
edf58e19-221e-4496-bf6f-11f5a0bf1512,Huge opportunity! Earn up to $96086 per year — entry level. visa sponsorship for a fee Send your bank details and ID.,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",,1,1
46dcea13-f03e-4e6a-8f1d-40684db5b07c,"company benefits Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
5f03940f-331b-46dd-8937-8b4e3342f659,Huge opportunity! Earn up to $150466 per year — entry level. wire transfer Send your bank details and ID.,1,"[""wire transfer"", ""missing_contact_email""]",,1,1
a3540684-965c-4771-86f5-ad4570d6be3f,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],35364,0,0
edccaffd-a983-4c91-8276-a0baed117d35,Huge opportunity! Earn up to $134073 per year — entry level. act fast Contact us immediately. Limited-time offer.,1,"[""act fast"", ""missing_contact_email""]",,0,1
74925a38-5d8b-4b49-ae6e-e98181a7d62c,"experience required Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],87534,0,0
68ef899b-28cd-469b-86f4-4b40b168a35b,Huge opportunity! Earn up to $83523 per year — entry level. pay fee We require a small processing fee of $59,1,"[""pay fee"", ""missing_contact_email""]",187895,1,1
70975a3d-b921-4490-9560-cd65575301d9,"office location Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
ce8a60a7-5e54-41cf-b163-f1ea1be72acb,Huge opportunity! Earn up to $164811 per year — entry level. pay fee Contact us immediately. Limited-time offer. We require a small processing fee of $59 Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",96856,1,1
1e2e4c07-63c7-472f-b2b8-08448baa7afd,"experience required Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],69451,0,0
b4a1e5b0-40fc-4c08-9b78-7c2f6d43ad06,Huge opportunity! Earn up to $97022 per year — entry level. act fast Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",,0,1
b1505471-a8b6-4e62-853a-dde4d9a50889,"experience required Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
28650656-ea9a-46c0-b0fa-49c99f351e72,Huge opportunity! Earn up to $170528 per year — entry level. work from home and make Contact us immediately. Limited-time offer. We require a small processing fee of $197 Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",172788,0,1
43ff214f-62d3-4c6a-8d88-8fa10852703f,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],124636,0,0
cd3a911d-c2b7-4885-8d60-dc5c8a91bbed,Huge opportunity! Earn up to $85334 per year — entry level. limited time offer Contact us immediately. Limited-time offer. We require a small processing fee of $292,1,"[""limited time offer"", ""missing_contact_email""]",,0,1
e2142edd-09ed-43a7-8215-baf14ce603a5,"job code Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
06e3da54-f9b0-48ec-808e-16fd5643ad75,Huge opportunity! Earn up to $51360 per year — entry level. limited time offer Send your bank details and ID.,1,"[""limited time offer"", ""missing_contact_email""]",98473,0,1
cffafcdf-d449-422d-8b39-face79939e83,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
0732916c-0815-42ea-bf03-6e46616b69ce,Huge opportunity! Earn up to $68718 per year — entry level. pay for training Contact us immediately. Limited-time offer. We require a small processing fee of $123 Send your bank details and ID.,1,"[""pay for training"", ""missing_contact_email""]",,1,1
246b300f-200d-4ed5-876e-e78b0df95bdc,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],61150,0,0
506d60ed-deb0-4a80-ad2a-59211c0252a4,Huge opportunity! Earn up to $139285 per year — entry level. guaranteed hire Send your bank details and ID.,1,"[""guaranteed hire"", ""missing_contact_email""]",,0,1
553acf8c-836e-47fc-950f-3ad99e40452f,"experience required Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],42490,0,0
af5c63be-6cbc-4803-b310-2a2d46635ce7,Huge opportunity! Earn up to $181958 per year — entry level. act fast Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",49462,0,1
5f325fe4-bc81-49e4-986a-93fbaf6b6c6f,"senior-level Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],176437,0,0
0fbf99ea-b2c9-48a9-937e-80afc5e1d4e7,Huge opportunity! Earn up to $99578 per year — entry level. wire transfer Send your bank details and ID.,1,"[""wire transfer"", ""missing_contact_email""]",156013,1,1
d008dc7e-49a6-47f3-af48-17c16e829693,"competitive salary Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],135537,0,0
8195e6ae-ec7e-4f08-ac38-3a005feeb3d5,Huge opportunity! Earn up to $134060 per year — entry level. pay fee Contact us immediately. Limited-time offer. We require a small processing fee of $92,1,"[""pay fee"", ""missing_contact_email""]",184157,1,1
32d7d0db-874a-4d30-b872-730f7948d4d5,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
6459bc62-fec5-4c0e-9b20-7a7fcd8e8c43,Huge opportunity! Earn up to $158506 per year — entry level. guaranteed hire Contact us immediately. Limited-time offer.,1,"[""guaranteed hire"", ""missing_contact_email""]",32272,0,1
046de88e-e7b8-434d-b05c-02b3ec8e5fa8,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],22421,0,0
12b02c1d-562d-4bfb-ad67-f182366311ca,Huge opportunity! Earn up to $58092 per year — entry level. unrealistic salary Contact us immediately. Limited-time offer.,1,"[""unrealistic salary"", ""missing_contact_email""]",147837,0,1
2ba83537-f63f-482f-8bb8-6cee07a9a0c3,"job code Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
a61019f6-0c2c-4b44-bf40-96645eb9796b,Huge opportunity! Earn up to $147195 per year — entry level. pay fee Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",,1,1
fa14487f-31ae-4214-97c5-1df0bac6f3ca,"experience required Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],119624,0,0
510caaf3-518f-4c84-b64e-bd1de94e8c5f,Huge opportunity! Earn up to $53492 per year — entry level. send money We require a small processing fee of $187 Send your bank details and ID.,1,"[""send money"", ""missing_contact_email""]",108747,0,1
0d2cde6d-fb70-41c7-b891-76a9fcd81d39,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
31b603f6-4e2f-4310-bf01-ff29234c1e42,Huge opportunity! Earn up to $114704 per year — entry level. work from home and make,1,"[""work from home and make"", ""missing_contact_email""]",45213,0,1
4a35d266-8dba-4044-bb52-5f9747ad49c1,"company benefits Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
d6d88548-1490-4595-8b37-cb0755d33cb4,Huge opportunity! Earn up to $194739 per year — entry level. work from home and make,1,"[""work from home and make"", ""missing_contact_email""]",38228,0,1
0f7ae695-afd8-4735-aa7d-0d68ff20be45,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],79544,0,0
0708f783-c3f7-4bed-89bc-22abb309ee74,Huge opportunity! Earn up to $164400 per year — entry level. guaranteed hire Contact us immediately. Limited-time offer. We require a small processing fee of $143,1,"[""guaranteed hire"", ""missing_contact_email""]",81817,0,1
94ef5d6c-c0c2-4796-aa58-a900dab91c89,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],156826,0,0
ab60e4fe-6a3b-4cd3-958f-70a82f5c0595,Huge opportunity! Earn up to $153970 per year — entry level. act fast Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",,0,1
083d8280-c409-457a-b89e-bd2907aac466,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
0b88bc4e-9d56-4d12-8e28-a4857b3236cf,Huge opportunity! Earn up to $75708 per year — entry level. no interview required,1,"[""no interview required"", ""missing_contact_email""]",,0,1
4adae63a-c324-4561-ad8b-7388a69b0b73,"experience required Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],79918,0,0
5423ecfd-8695-4ec9-8e31-2be0e363319e,Huge opportunity! Earn up to $100266 per year — entry level. guaranteed hire Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""guaranteed hire"", ""missing_contact_email""]",,0,1
1c9460f3-ec88-4dcc-ad06-6fd15727f877,"experience required Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],70873,0,0
9cf11228-aaf4-4fa9-bd06-33f4ba939624,Huge opportunity! Earn up to $189238 per year — entry level. visa sponsorship for a fee Contact us immediately. Limited-time offer. We require a small processing fee of $86,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",,1,1
76004112-492c-4af8-9657-13ac075c6f9a,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
681cf12f-cc2b-409b-bb54-c3415ec3fe7a,Huge opportunity! Earn up to $193420 per year — entry level. pay fee Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",141248,1,1
3e89ce78-902c-454e-9d20-a5ba2adf0829,"health insurance Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],123019,0,0
9f62d88e-dfb2-4837-aa71-6cea2c08d8e4,Huge opportunity! Earn up to $83564 per year — entry level. send ID and bank details Contact us immediately. Limited-time offer. We require a small processing fee of $140,1,"[""missing_contact_email""]",105028,0,1
d85dce7e-b41a-4033-aae9-f5d4661afef1,"company benefits Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
4a2f7e69-3edf-4819-ada3-1b18dcc89803,Huge opportunity! Earn up to $129159 per year — entry level. pay fee Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",,1,1
bf406f09-7f06-4e4e-9aba-e837d3340cd7,"experience required Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],105719,0,0
c54832ef-15a6-4221-8e51-158f90f07029,Huge opportunity! Earn up to $74211 per year — entry level. work from home and make Contact us immediately. Limited-time offer. We require a small processing fee of $200 Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",,0,1
83baba35-7816-463d-a4ed-35f59dae3c09,"competitive salary Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
5a1f84ca-09c3-4053-af14-dbcc6ad3085f,Huge opportunity! Earn up to $123284 per year — entry level. act fast Contact us immediately. Limited-time offer. We require a small processing fee of $293 Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",43167,0,1
9595a868-cbc3-4d12-ad19-c2d64baf0fc2,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],174265,0,0
401705d9-a304-47af-9b65-a48ac458e7f7,Huge opportunity! Earn up to $70149 per year — entry level. work from home and make We require a small processing fee of $82 Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",100975,0,1
a4329066-4098-484b-a0a4-2e833022533d,"competitive salary Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],144296,0,0
5f81afe4-9279-445c-9731-a25e4f1eb387,Huge opportunity! Earn up to $132286 per year — entry level. act fast Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",,0,1
032f0290-d06b-430c-8cd6-49c65b3d6083,"job code Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],35950,0,0
c9a54963-ec4b-4b24-891b-0d7de75b4a2d,Huge opportunity! Earn up to $141412 per year — entry level. act fast Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",140718,0,1
b33b02bf-b8c7-4ecf-943b-3ac5514700ef,"company benefits Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],94704,0,0
aa5502ba-01f6-4f73-9750-f348d98d5b78,Huge opportunity! Earn up to $163820 per year — entry level. limited time offer We require a small processing fee of $300 Send your bank details and ID.,1,"[""limited time offer"", ""missing_contact_email""]",,0,1
5f00f928-2433-4e53-9d11-6ba70233c2dc,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],134881,0,0
4e5d39e2-961a-4a16-9cf3-23189fb97b3a,Huge opportunity! Earn up to $87563 per year — entry level. pay fee Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",,1,1
33fb1f93-f48f-495a-9772-f55248fd2096,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],88106,0,0
b01d2abb-0c1b-473e-88eb-6ad4588088a5,Huge opportunity! Earn up to $131952 per year — entry level. work from home and make Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""work from home and make"", ""missing_contact_email""]",21031,0,1
71eac484-63c2-49a3-8195-364acb0470c8,"apply via company career portal Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],121057,0,0
89c87278-3faa-4c60-a47e-4fae048e5ed9,Huge opportunity! Earn up to $154960 per year — entry level. wire transfer Contact us immediately. Limited-time offer.,1,"[""wire transfer"", ""missing_contact_email""]",80790,1,1
6016559e-9741-4b7e-a716-3b0954d7a99e,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
9c217def-37f0-45dd-9aea-8008840fc8b2,Huge opportunity! Earn up to $89282 per year — entry level. send ID and bank details Contact us immediately. Limited-time offer.,1,"[""missing_contact_email""]",73127,0,1
a2ab4dd1-66f2-4ded-9d88-a1fce1ecee11,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],45404,0,0
b0ed894f-2f70-46da-bff3-338de73bf6fd,Huge opportunity! Earn up to $108611 per year — entry level. pay fee Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",156904,1,1
5ceb7c42-a883-4168-9f60-3eeb3f168cdc,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],69436,0,0
712d36c6-a88e-4da1-9cbc-d498ddaf92df,Huge opportunity! Earn up to $154964 per year — entry level. only pay $ Contact us immediately. Limited-time offer.,1,"[""only pay $"", ""missing_contact_email""]",,1,1
0c303bb3-e8d4-4ada-8f66-3487dce02904,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],114194,0,0
d0bcb41b-fe8b-4566-a39b-ff719e98413d,Huge opportunity! Earn up to $177623 per year — entry level. no interview required Contact us immediately. Limited-time offer.,1,"[""no interview required"", ""missing_contact_email""]",,0,1
fa67214a-033b-4eab-9737-af8301944b73,"company benefits Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
bc93c694-6f1f-412b-a1b7-093c1e452f28,Huge opportunity! Earn up to $186780 per year — entry level. limited time offer We require a small processing fee of $138 Send your bank details and ID.,1,"[""limited time offer"", ""missing_contact_email""]",,0,1
09584b5a-9b2c-477e-81bd-5bb6ac95d13b,"competitive salary Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],131315,0,0
6c687606-2d90-4af3-ba4d-b942752e6e0e,Huge opportunity! Earn up to $87861 per year — entry level. unrealistic salary We require a small processing fee of $227 Send your bank details and ID.,1,"[""unrealistic salary"", ""missing_contact_email""]",,0,1
cc900927-5893-459b-b531-2f12fce308e0,"office location Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],171735,0,0
36dfeee4-5e59-47c0-9537-9e3d23e76cbb,Huge opportunity! Earn up to $132966 per year — entry level. visa sponsorship for a fee Send your bank details and ID.,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",83619,1,1
fd28291f-60fd-412c-ae8b-6a2e6181897c,"company benefits Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
c58abe97-3a41-4f9c-a37a-b8906a355a05,Huge opportunity! Earn up to $188238 per year — entry level. wire transfer We require a small processing fee of $250 Send your bank details and ID.,1,"[""wire transfer"", ""missing_contact_email""]",,1,1
601b8ddf-0278-46c8-a188-3ac232bd1f22,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
f6c084e1-872e-468b-a875-58f9c6b1104f,Huge opportunity! Earn up to $54854 per year — entry level. unrealistic salary Send your bank details and ID.,1,"[""unrealistic salary"", ""missing_contact_email""]",,0,1
dac7fa1e-9837-4a5c-8e9d-d7af5d1c3d65,"company benefits Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],119443,0,0
1a6397c8-017a-48f0-bb47-724a1f1c21a6,Huge opportunity! Earn up to $180174 per year — entry level. send money We require a small processing fee of $196 Send your bank details and ID.,1,"[""send money"", ""missing_contact_email""]",145316,0,1
6042cf2a-43a1-4fec-8d47-617de046d832,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],180365,0,0
02386905-69ed-4a6b-bca1-52c46e9ee921,Huge opportunity! Earn up to $165071 per year — entry level. limited time offer Contact us immediately. Limited-time offer. We require a small processing fee of $77 Send your bank details and ID.,1,"[""limited time offer"", ""missing_contact_email""]",,0,1
102bc8ef-37c8-4ba4-945d-d5c0954c04ed,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],114050,0,0
bbf3623b-6253-4fa6-8e50-c430b272648a,Huge opportunity! Earn up to $68201 per year — entry level. wire transfer Send your bank details and ID.,1,"[""wire transfer"", ""missing_contact_email""]",115218,1,1
104bb2c3-cc6d-47bc-82c4-44fa34f640b5,"competitive salary Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
69eb4407-a310-478b-bb37-99f1300f573f,Huge opportunity! Earn up to $120561 per year — entry level. pay fee,1,"[""pay fee"", ""missing_contact_email""]",,1,1
bd2ea6f6-9d9d-4fc5-908e-b79c6d9b95f7,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
530e2820-18c8-4ae3-9566-253226335713,Huge opportunity! Earn up to $95962 per year — entry level. work from home and make Contact us immediately. Limited-time offer.,1,"[""work from home and make"", ""missing_contact_email""]",38390,0,1
e3fd9e7f-e210-4f37-ad28-24d013f3da87,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],152136,0,0
12c0391f-4935-49d4-a3a5-b7ef8764b576,Huge opportunity! Earn up to $98351 per year — entry level. guaranteed hire,1,"[""guaranteed hire"", ""missing_contact_email""]",109607,0,1
b080b8cd-6634-499b-a4af-df6fe9aa7fb8,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],69344,0,0
7453ad65-5b60-49d9-9883-9d0137f5b9c5,Huge opportunity! Earn up to $81460 per year — entry level. only pay $ Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""only pay $"", ""missing_contact_email""]",,1,1
371d2daf-944c-42f6-b139-378c05da4b2d,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],143804,0,0
03afc8c3-67ec-4739-b01e-87b75ee39599,Huge opportunity! Earn up to $155009 per year — entry level. send money We require a small processing fee of $269,1,"[""send money"", ""missing_contact_email""]",146354,0,1
62c3dc64-bd78-4e51-b697-29e88a161321,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],125761,0,0
2f062eb8-32e3-40cf-abde-1c49b7527db5,Huge opportunity! Earn up to $152817 per year — entry level. wire transfer Send your bank details and ID.,1,"[""wire transfer"", ""missing_contact_email""]",,1,1
9f6f277e-8e07-4ef5-a27c-e2c2fc478ae3,"health insurance Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
88d147e7-e92e-4fb4-ba81-83395341465e,Huge opportunity! Earn up to $131364 per year — entry level. act fast Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",120099,0,1
0f3d52e5-a043-49fb-8117-2b7c738cc0a2,"job code Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
c69c4478-efb3-44e9-83ef-8e5868acf747,Huge opportunity! Earn up to $190773 per year — entry level. only pay $,1,"[""only pay $"", ""missing_contact_email""]",,1,1
080341a3-f59b-45a0-93bd-ffb1e93de723,"competitive salary Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],195248,0,0
5fb5878d-e8d8-439d-9b98-bd881927433d,Huge opportunity! Earn up to $51335 per year — entry level. only pay $ Send your bank details and ID.,1,"[""only pay $"", ""missing_contact_email""]",,1,1
e1e439d5-7804-4937-a402-01a409fdca8f,"office location Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],100161,0,0
f29191f3-116a-40ce-960d-f418e90560ed,Huge opportunity! Earn up to $90178 per year — entry level. visa sponsorship for a fee We require a small processing fee of $110,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",127751,1,1
12d86461-e148-4791-af2d-73aaac09c1f1,"job code Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
14d7f564-d7af-4671-b3db-21c45b6e4beb,Huge opportunity! Earn up to $109811 per year — entry level. visa sponsorship for a fee We require a small processing fee of $136 Send your bank details and ID.,1,"[""visa sponsorship for a fee"", ""missing_contact_email""]",22465,1,1
6b2f26ea-da2a-4ddb-b1b0-336c79822156,"company benefits Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
1a2c11ec-03bc-4e8b-a0f6-3d6c0256c85d,Huge opportunity! Earn up to $105330 per year — entry level. act fast Contact us immediately. Limited-time offer. We require a small processing fee of $279,1,"[""act fast"", ""missing_contact_email""]",76677,0,1
0d428cdc-2e2c-47cd-8bb8-738dc87c24fe,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],63023,0,0
8c9d06a3-346e-472e-8d23-84b74a858216,Huge opportunity! Earn up to $168565 per year — entry level. pay fee,1,"[""pay fee"", ""missing_contact_email""]",,1,1
5ef51c67-d1c3-41e0-8375-ef1f5013083d,"job code Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
c1bf3b36-58c6-4122-946e-ba5840a3a267,Huge opportunity! Earn up to $102350 per year — entry level. limited time offer Contact us immediately. Limited-time offer.,1,"[""limited time offer"", ""missing_contact_email""]",,0,1
332c39f6-a1aa-4a7b-be53-3b29f057981d,"competitive salary Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],96503,0,0
563422f8-668b-44dd-b3b1-367e5af86afc,Huge opportunity! Earn up to $141041 per year — entry level. no interview required Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""no interview required"", ""missing_contact_email""]",59366,0,1
49bac814-e762-4c1b-98f8-634a24039e9b,"health insurance Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],152428,0,0
35cd6f4e-0904-4a3a-941a-b2f3e5f723ae,Huge opportunity! Earn up to $142224 per year — entry level. pay for training Contact us immediately. Limited-time offer. We require a small processing fee of $224 Send your bank details and ID.,1,"[""pay for training"", ""missing_contact_email""]",37591,1,1
54b2d970-e3e3-4164-87a8-3fe214c7de43,"apply via company career portal Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],27516,0,0
9e9b1174-c23b-4a0f-9ce3-aa5471d55a5e,Huge opportunity! Earn up to $109042 per year — entry level. unrealistic salary We require a small processing fee of $263,1,"[""unrealistic salary"", ""missing_contact_email""]",,0,1
1eb4ee8c-584c-4ab7-bedc-5946757b2bee,"job code Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
c050a5bf-025f-4bd6-8516-b8b375d6748d,Huge opportunity! Earn up to $121845 per year — entry level. pay for training We require a small processing fee of $227,1,"[""pay for training"", ""missing_contact_email""]",70241,1,1
1afc1c88-004e-4db2-9a4e-6bfedcaa7a55,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],192228,0,0
b9839cb5-14b7-43aa-b09f-c35398e58b42,Huge opportunity! Earn up to $121394 per year — entry level. pay fee Contact us immediately. Limited-time offer. We require a small processing fee of $91 Send your bank details and ID.,1,"[""pay fee"", ""missing_contact_email""]",104253,1,1
9b51a1ee-e091-4e41-b2f5-99715493752c,"experience required Responsibilities include: backend APIs with Node.js Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
b2968add-44b0-4c44-b8d5-af96b864f4a9,Huge opportunity! Earn up to $125628 per year — entry level. limited time offer Contact us immediately. Limited-time offer.,1,"[""limited time offer"", ""missing_contact_email""]",49609,0,1
721f29e0-15b8-4e60-a8a4-b49c09bf14e9,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
30d68930-856b-4d95-84dd-caa6d88e1846,Huge opportunity! Earn up to $93246 per year — entry level. send money We require a small processing fee of $194 Send your bank details and ID.,1,"[""send money"", ""missing_contact_email""]",168783,0,1
2e1b33e1-96c3-49d7-9124-998ab83a794d,"apply via company career portal Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],,0,0
7972e0db-1dc1-4632-b31d-38812a6a95b7,Huge opportunity! Earn up to $155260 per year — entry level. act fast Send your bank details and ID.,1,"[""act fast"", ""missing_contact_email""]",,0,1
94a4bcb7-0f01-4cbc-ae27-81fc7295f1ed,"senior-level Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],50424,0,0
7fa0d158-9787-4b72-af64-0896e2916405,Huge opportunity! Earn up to $164798 per year — entry level. send ID and bank details Contact us immediately. Limited-time offer. Send your bank details and ID.,1,"[""missing_contact_email""]",156795,0,1
44a84e28-10b7-4c68-a35d-3b105a52022e,"experience required Responsibilities include: frontend development with React Location: Bangalore, India. Apply at careers@company.com.",0,[],54845,0,0
470cf845-4064-48eb-bf3f-b5d8f791fafd,Huge opportunity! Earn up to $152459 per year — entry level. only pay $ Send your bank details and ID.,1,"[""only pay $"", ""missing_contact_email""]",102322,1,1
7f1dd5cd-5a2c-4b85-b6fd-a6e98d7d31da,"office location Responsibilities include: data analysis with Python Location: Bangalore, India. Apply at careers@company.com.",0,[],26717,0,0
eef6b031-ac4f-411e-9f6b-6203b8a35f8e,Huge opportunity! Earn up to $76992 per year — entry level. send money Contact us immediately. Limited-time offer. We require a small processing fee of $290,1,"[""send money"", ""missing_contact_email""]",178248,0,1
